Item Code,Item Description,Spec Book,Unit,Statewide 12-Mo Moving Avg ($),Statewide 3-Mo Moving Avg ($),Engineer Estimate Avg ($),Min Bid Price ($),Max Bid Price ($),Total Awarded Qty (12-Mo),Total Awarded Value ($),Category
"0112-6009","SUBGRADE WIDENING (TY 9)","2024/2014","STA",588.8,606.46,553.47,380,1166,13060,7689728,"100 Earthwork"
"0112-6010","SUBGRADE WIDENING (TY 10)","2024/2014","STA",614.4,651.26,577.54,387.6,1199,3830,2353152,"100 Earthwork"
"0112-6011","SUBGRADE WIDENING (TY 11)","2024/2014","STA",640,601.6,601.6,395.2,1232,5400,3456000,"100 Earthwork"
"0112-6012","SUBGRADE WIDENING (TY 12)","2024/2014","STA",665.6,645.63,625.66,402.8,1265,6970,4639232,"100 Earthwork"
"0112-6013","SUBGRADE WIDENING (TY 13)","2024/2014","STA",691.2,691.2,649.73,380,1100,8540,5902848,"100 Earthwork"
"0112-6014","SUBGRADE WIDENING (TY 14)","2024/2014","STA",716.8,738.3,673.79,387.6,1133,10110,7246848,"100 Earthwork"
"0112-6015","SUBGRADE WIDENING (TY 15)","2024/2014","STA",563.2,596.99,529.41,395.2,1166,11680,6578176,"100 Earthwork"
"0112-6016","SUBGRADE WIDENING (TY 16)","2024/2014","STA",588.8,553.47,553.47,402.8,1199,13250,7801600,"100 Earthwork"
"0112-6017","SUBGRADE WIDENING (TY 17)","2024/2014","STA",614.4,595.97,577.54,380,1232,14820,9105408,"100 Earthwork"
"0112-6018","SUBGRADE WIDENING (TY 18)","2024/2014","STA",640,640,601.6,387.6,1265,16390,10489600,"100 Earthwork"
"0112-6019","SUBGRADE WIDENING (TY 19)","2024/2014","STA",665.6,685.57,625.66,395.2,1100,7160,4765696,"100 Earthwork"
"0112-6020","SUBGRADE WIDENING (TY 20)","2024/2014","STA",691.2,732.67,649.73,402.8,1133,8730,6034176,"100 Earthwork"
"0132-6001","EMBANKMENT (TY 1)","2024/2014","CY",15.84,14.89,14.89,9.5,42,500,7920,"100 Earthwork"
"0132-6002","EMBANKMENT (TY 2)","2024/2014","CY",16.56,16.06,15.57,9.69,43.26,2070,34279.2,"100 Earthwork"
"0132-6003","EMBANKMENT (TY 3)","2024/2014","CY",17.28,17.28,16.24,9.88,44.52,3640,62899.2,"100 Earthwork"
"0132-6004","EMBANKMENT (TY 4)","2024/2014","CY",18,18.54,16.92,10.07,45.78,5210,93780,"100 Earthwork"
"0132-6005","EMBANKMENT (TY 5)","2024/2014","CY",18.72,19.84,17.6,9.5,47.04,6780,126921.6,"100 Earthwork"
"0132-6006","EMBANKMENT (TY 6)","2024/2014","CY",19.44,18.27,18.27,9.69,48.3,8350,162324,"100 Earthwork"
"0132-6007","EMBANKMENT (TY 7)","2024/2014","CY",20.16,19.56,18.95,9.88,42,9920,199987.2,"100 Earthwork"
"0132-6008","EMBANKMENT (TY 8)","2024/2014","CY",15.84,15.84,14.89,10.07,43.26,11490,182001.6,"100 Earthwork"
"0132-6009","EMBANKMENT (TY 9)","2024/2014","CY",16.56,17.06,15.57,9.5,44.52,13060,216273.6,"100 Earthwork"
"0132-6010","EMBANKMENT (TY 10)","2024/2014","CY",17.28,18.32,16.24,9.69,45.78,3830,66182.4,"100 Earthwork"
"0132-6011","EMBANKMENT (TY 11)","2024/2014","CY",18,16.92,16.92,9.88,47.04,5400,97200,"100 Earthwork"
"0132-6012","EMBANKMENT (TY 12)","2024/2014","CY",18.72,18.16,17.6,10.07,48.3,6970,130478.4,"100 Earthwork"
"0132-6013","EMBANKMENT (TY 13)","2024/2014","CY",19.44,19.44,18.27,9.5,42,8540,166017.6,"100 Earthwork"
"0132-6014","EMBANKMENT (TY 14)","2024/2014","CY",20.16,20.76,18.95,9.69,43.26,10110,203817.6,"100 Earthwork"
"0132-6015","EMBANKMENT (TY 15)","2024/2014","CY",15.84,16.79,14.89,9.88,44.52,11680,185011.2,"100 Earthwork"
"0132-6016","EMBANKMENT (TY 16)","2024/2014","CY",16.56,15.57,15.57,10.07,45.78,13250,219420,"100 Earthwork"
"0132-6017","EMBANKMENT (TY 17)","2024/2014","CY",17.28,16.76,16.24,9.5,47.04,14820,256089.6,"100 Earthwork"
"0132-6018","EMBANKMENT (TY 18)","2024/2014","CY",18,18,16.92,9.69,48.3,16390,295020,"100 Earthwork"
"0132-6019","EMBANKMENT (TY 19)","2024/2014","CY",18.72,19.28,17.6,9.88,42,7160,134035.2,"100 Earthwork"
"0132-6020","EMBANKMENT (TY 20)","2024/2014","CY",19.44,20.61,18.27,10.07,43.26,8730,169711.2,"100 Earthwork"
"0132-6021","EMBANKMENT (TY 21)","2024/2014","CY",20.16,18.95,18.95,9.5,44.52,10300,207648,"100 Earthwork"
"0132-6022","EMBANKMENT (TY 22)","2024/2014","CY",15.84,15.36,14.89,9.69,45.78,11870,188020.8,"100 Earthwork"
"0132-6023","EMBANKMENT (TY 23)","2024/2014","CY",16.56,16.56,15.57,9.88,47.04,13440,222566.4,"100 Earthwork"
"0132-6024","EMBANKMENT (TY 24)","2024/2014","CY",17.28,17.8,16.24,10.07,48.3,15010,259372.8,"100 Earthwork"
"0132-6025","EMBANKMENT (TY 25)","2024/2014","CY",18,19.08,16.92,9.5,42,16580,298440,"100 Earthwork"
"0132-6026","EMBANKMENT (TY 26)","2024/2014","CY",18.72,17.6,17.6,9.69,43.26,18150,339768,"100 Earthwork"
"0132-6027","EMBANKMENT (TY 27)","2024/2014","CY",19.44,18.86,18.27,9.88,44.52,19720,383356.8,"100 Earthwork"
"0132-6028","EMBANKMENT (TY 28)","2024/2014","CY",20.16,20.16,18.95,10.07,45.78,10490,211478.4,"100 Earthwork"
"0132-6029","EMBANKMENT (TY 29)","2024/2014","CY",15.84,16.32,14.89,9.5,47.04,12060,191030.4,"100 Earthwork"
"0132-6030","EMBANKMENT (TY 30)","2024/2014","CY",16.56,17.55,15.57,9.69,48.3,13630,225712.8,"100 Earthwork"
"0132-6031","EMBANKMENT (TY 31)","2024/2014","CY",17.28,16.24,16.24,9.88,42,15200,262656,"100 Earthwork"
"0132-6032","EMBANKMENT (TY 32)","2024/2014","CY",18,17.46,16.92,10.07,43.26,16770,301860,"100 Earthwork"
"0132-6033","EMBANKMENT (TY 33)","2024/2014","CY",18.72,18.72,17.6,9.5,44.52,18340,343324.8,"100 Earthwork"
"0132-6034","EMBANKMENT (TY 34)","2024/2014","CY",19.44,20.02,18.27,9.69,45.78,19910,387050.4,"100 Earthwork"
"0132-6035","EMBANKMENT (TY 35)","2024/2014","CY",20.16,21.37,18.95,9.88,47.04,21480,433036.8,"100 Earthwork"
"0132-6036","EMBANKMENT (TY 36)","2024/2014","CY",15.84,14.89,14.89,10.07,48.3,23050,365112,"100 Earthwork"
"0132-6037","EMBANKMENT (TY 37)","2024/2014","CY",16.56,16.06,15.57,9.5,42,13820,228859.2,"100 Earthwork"
"0132-6038","EMBANKMENT (TY 38)","2024/2014","CY",17.28,17.28,16.24,9.69,43.26,15390,265939.2,"100 Earthwork"
"0132-6039","EMBANKMENT (TY 39)","2024/2014","CY",18,18.54,16.92,9.88,44.52,16960,305280,"100 Earthwork"
"0132-6040","EMBANKMENT (TY 40)","2024/2014","CY",18.72,19.84,17.6,10.07,45.78,18530,346881.6,"100 Earthwork"
"0132-6041","EMBANKMENT (TY 41)","2024/2014","CY",19.44,18.27,18.27,9.5,47.04,20100,390744,"100 Earthwork"
"0132-6042","EMBANKMENT (TY 42)","2024/2014","CY",20.16,19.56,18.95,9.69,48.3,21670,436867.2,"100 Earthwork"
"0132-6043","EMBANKMENT (TY 43)","2024/2014","CY",15.84,15.84,14.89,9.88,42,23240,368121.6,"100 Earthwork"
"0132-6044","EMBANKMENT (TY 44)","2024/2014","CY",16.56,17.06,15.57,10.07,43.26,24810,410853.6,"100 Earthwork"
"0132-6045","EMBANKMENT (TY 45)","2024/2014","CY",17.28,18.32,16.24,9.5,44.52,26380,455846.4,"100 Earthwork"
"0132-6046","EMBANKMENT (TY 46)","2024/2014","CY",18,16.92,16.92,9.69,45.78,17150,308700,"100 Earthwork"
"0132-6047","EMBANKMENT (TY 47)","2024/2014","CY",18.72,18.16,17.6,9.88,47.04,18720,350438.4,"100 Earthwork"
"0132-6048","EMBANKMENT (TY 48)","2024/2014","CY",19.44,19.44,18.27,10.07,48.3,20290,394437.6,"100 Earthwork"
"0132-6049","EMBANKMENT (TY 49)","2024/2014","CY",20.16,20.76,18.95,9.5,42,21860,440697.6,"100 Earthwork"
"0132-6050","EMBANKMENT (TY 50)","2024/2014","CY",15.84,16.79,14.89,9.69,43.26,23430,371131.2,"100 Earthwork"
"0134-6001","BACKFILL (TY 1)","2024/2014","STA",167.2,157.17,157.17,110,360,500,83600,"100 Earthwork"
"0134-6002","BACKFILL (TY 2)","2024/2014","STA",174.8,169.56,164.31,112.2,370.8,2070,361836,"100 Earthwork"
"0134-6003","BACKFILL (TY 3)","2024/2014","STA",182.4,182.4,171.46,114.4,381.6,3640,663936,"100 Earthwork"
"0134-6004","BACKFILL (TY 4)","2024/2014","STA",190,195.7,178.6,116.6,392.4,5210,989900,"100 Earthwork"
"0134-6005","BACKFILL (TY 5)","2024/2014","STA",197.6,209.46,185.74,110,403.2,6780,1339728,"100 Earthwork"
"0134-6006","BACKFILL (TY 6)","2024/2014","STA",205.2,192.89,192.89,112.2,414,8350,1713420,"100 Earthwork"
"0134-6007","BACKFILL (TY 7)","2024/2014","STA",212.8,206.42,200.03,114.4,360,9920,2110976,"100 Earthwork"
"0134-6008","BACKFILL (TY 8)","2024/2014","STA",167.2,167.2,157.17,116.6,370.8,11490,1921128,"100 Earthwork"
"0134-6009","BACKFILL (TY 9)","2024/2014","STA",174.8,180.04,164.31,110,381.6,13060,2282888,"100 Earthwork"
"0134-6010","BACKFILL (TY 10)","2024/2014","STA",182.4,193.34,171.46,112.2,392.4,3830,698592,"100 Earthwork"
"0134-6011","BACKFILL (TY 11)","2024/2014","STA",190,178.6,178.6,114.4,403.2,5400,1026000,"100 Earthwork"
"0134-6012","BACKFILL (TY 12)","2024/2014","STA",197.6,191.67,185.74,116.6,414,6970,1377272,"100 Earthwork"
"0134-6013","BACKFILL (TY 13)","2024/2014","STA",205.2,205.2,192.89,110,360,8540,1752408,"100 Earthwork"
"0134-6014","BACKFILL (TY 14)","2024/2014","STA",212.8,219.18,200.03,112.2,370.8,10110,2151408,"100 Earthwork"
"0134-6015","BACKFILL (TY 15)","2024/2014","STA",167.2,177.23,157.17,114.4,381.6,11680,1952896,"100 Earthwork"
"0134-6016","BACKFILL (TY 16)","2024/2014","STA",174.8,164.31,164.31,116.6,392.4,13250,2316100,"100 Earthwork"
"0134-6017","BACKFILL (TY 17)","2024/2014","STA",182.4,176.93,171.46,110,403.2,14820,2703168,"100 Earthwork"
"0134-6018","BACKFILL (TY 18)","2024/2014","STA",190,190,178.6,112.2,414,16390,3114100,"100 Earthwork"
"0134-6019","BACKFILL (TY 19)","2024/2014","STA",197.6,203.53,185.74,114.4,360,7160,1414816,"100 Earthwork"
"0134-6020","BACKFILL (TY 20)","2024/2014","STA",205.2,217.51,192.89,116.6,370.8,8730,1791396,"100 Earthwork"
"0134-6021","BACKFILL (TY 21)","2024/2014","STA",212.8,200.03,200.03,110,381.6,10300,2191840,"100 Earthwork"
"0134-6022","BACKFILL (TY 22)","2024/2014","STA",167.2,162.18,157.17,112.2,392.4,11870,1984664,"100 Earthwork"
"0134-6023","BACKFILL (TY 23)","2024/2014","STA",174.8,174.8,164.31,114.4,403.2,13440,2349312,"100 Earthwork"
"0134-6024","BACKFILL (TY 24)","2024/2014","STA",182.4,187.87,171.46,116.6,414,15010,2737824,"100 Earthwork"
"0134-6025","BACKFILL (TY 25)","2024/2014","STA",190,201.4,178.6,110,360,16580,3150200,"100 Earthwork"
"0150-6001","BLADING (TY 1)","2024/2014","HR",114.4,107.54,107.54,85,220,500,57200,"100 Earthwork"
"0150-6002","BLADING (TY 2)","2024/2014","HR",119.6,116.01,112.42,86.7,226.6,2070,247572,"100 Earthwork"
"0150-6003","BLADING (TY 3)","2024/2014","HR",124.8,124.8,117.31,88.4,233.2,3640,454272,"100 Earthwork"
"0150-6004","BLADING (TY 4)","2024/2014","HR",130,133.9,122.2,90.1,239.8,5210,677300,"100 Earthwork"
"0150-6005","BLADING (TY 5)","2024/2014","HR",135.2,143.31,127.09,85,246.4,6780,916656,"100 Earthwork"
"0150-6006","BLADING (TY 6)","2024/2014","HR",140.4,131.98,131.98,86.7,253,8350,1172340,"100 Earthwork"
"0150-6007","BLADING (TY 7)","2024/2014","HR",145.6,141.23,136.86,88.4,220,9920,1444352,"100 Earthwork"
"0150-6008","BLADING (TY 8)","2024/2014","HR",114.4,114.4,107.54,90.1,226.6,11490,1314456,"100 Earthwork"
"0150-6009","BLADING (TY 9)","2024/2014","HR",119.6,123.19,112.42,85,233.2,13060,1561976,"100 Earthwork"
"0150-6010","BLADING (TY 10)","2024/2014","HR",124.8,132.29,117.31,86.7,239.8,3830,477984,"100 Earthwork"
"0150-6011","BLADING (TY 11)","2024/2014","HR",130,122.2,122.2,88.4,246.4,5400,702000,"100 Earthwork"
"0150-6012","BLADING (TY 12)","2024/2014","HR",135.2,131.14,127.09,90.1,253,6970,942344,"100 Earthwork"
"0150-6013","BLADING (TY 13)","2024/2014","HR",140.4,140.4,131.98,85,220,8540,1199016,"100 Earthwork"
"0150-6014","BLADING (TY 14)","2024/2014","HR",145.6,149.97,136.86,86.7,226.6,10110,1472016,"100 Earthwork"
"0150-6015","BLADING (TY 15)","2024/2014","HR",114.4,121.26,107.54,88.4,233.2,11680,1336192,"100 Earthwork"
"0160-6001","FURNISHING AND PLACING TOPSOIL (TY 1)","2024/2014","SY",3.7,3.48,3.48,2.1,12,500,1850,"100 Earthwork"
"0160-6002","FURNISHING AND PLACING TOPSOIL (TY 2)","2024/2014","CY",3.86,3.74,3.63,2.14,12.36,2070,7990.2,"100 Earthwork"
"0160-6003","FURNISHING AND PLACING TOPSOIL (TY 3)","2024/2014","SY",4.03,4.03,3.79,2.18,12.72,3640,14669.2,"100 Earthwork"
"0160-6004","FURNISHING AND PLACING TOPSOIL (TY 4)","2024/2014","CY",4.2,4.33,3.95,2.23,13.08,5210,21882,"100 Earthwork"
"0160-6005","FURNISHING AND PLACING TOPSOIL (TY 5)","2024/2014","SY",4.37,4.63,4.11,2.1,13.44,6780,29628.6,"100 Earthwork"
"0160-6006","FURNISHING AND PLACING TOPSOIL (TY 6)","2024/2014","CY",4.54,4.27,4.27,2.14,13.8,8350,37909,"100 Earthwork"
"0160-6007","FURNISHING AND PLACING TOPSOIL (TY 7)","2024/2014","SY",4.7,4.56,4.42,2.18,12,9920,46624,"100 Earthwork"
"0160-6008","FURNISHING AND PLACING TOPSOIL (TY 8)","2024/2014","CY",3.7,3.7,3.48,2.23,12.36,11490,42513,"100 Earthwork"
"0160-6009","FURNISHING AND PLACING TOPSOIL (TY 9)","2024/2014","SY",3.86,3.98,3.63,2.1,12.72,13060,50411.6,"100 Earthwork"
"0160-6010","FURNISHING AND PLACING TOPSOIL (TY 10)","2024/2014","CY",4.03,4.27,3.79,2.14,13.08,3830,15434.9,"100 Earthwork"
"0160-6011","FURNISHING AND PLACING TOPSOIL (TY 11)","2024/2014","SY",4.2,3.95,3.95,2.18,13.44,5400,22680,"100 Earthwork"
"0160-6012","FURNISHING AND PLACING TOPSOIL (TY 12)","2024/2014","CY",4.37,4.24,4.11,2.23,13.8,6970,30458.9,"100 Earthwork"
"0160-6013","FURNISHING AND PLACING TOPSOIL (TY 13)","2024/2014","SY",4.54,4.54,4.27,2.1,12,8540,38771.6,"100 Earthwork"
"0160-6014","FURNISHING AND PLACING TOPSOIL (TY 14)","2024/2014","CY",4.7,4.84,4.42,2.14,12.36,10110,47517,"100 Earthwork"
"0160-6015","FURNISHING AND PLACING TOPSOIL (TY 15)","2024/2014","SY",3.7,3.92,3.48,2.18,12.72,11680,43216,"100 Earthwork"
"0160-6016","FURNISHING AND PLACING TOPSOIL (TY 16)","2024/2014","CY",3.86,3.63,3.63,2.23,13.08,13250,51145,"100 Earthwork"
"0160-6017","FURNISHING AND PLACING TOPSOIL (TY 17)","2024/2014","SY",4.03,3.91,3.79,2.1,13.44,14820,59724.6,"100 Earthwork"
"0160-6018","FURNISHING AND PLACING TOPSOIL (TY 18)","2024/2014","CY",4.2,4.2,3.95,2.14,13.8,16390,68838,"100 Earthwork"
"0160-6019","FURNISHING AND PLACING TOPSOIL (TY 19)","2024/2014","SY",4.37,4.5,4.11,2.18,12,7160,31289.2,"100 Earthwork"
"0160-6020","FURNISHING AND PLACING TOPSOIL (TY 20)","2024/2014","CY",4.54,4.81,4.27,2.23,12.36,8730,39634.2,"100 Earthwork"
"0160-6021","FURNISHING AND PLACING TOPSOIL (TY 21)","2024/2014","SY",4.7,4.42,4.42,2.1,12.72,10300,48410,"100 Earthwork"
"0160-6022","FURNISHING AND PLACING TOPSOIL (TY 22)","2024/2014","CY",3.7,3.59,3.48,2.14,13.08,11870,43919,"100 Earthwork"
"0160-6023","FURNISHING AND PLACING TOPSOIL (TY 23)","2024/2014","SY",3.86,3.86,3.63,2.18,13.44,13440,51878.4,"100 Earthwork"
"0160-6024","FURNISHING AND PLACING TOPSOIL (TY 24)","2024/2014","CY",4.03,4.15,3.79,2.23,13.8,15010,60490.3,"100 Earthwork"
"0160-6025","FURNISHING AND PLACING TOPSOIL (TY 25)","2024/2014","SY",4.2,4.45,3.95,2.1,12,16580,69636,"100 Earthwork"
"0160-6026","FURNISHING AND PLACING TOPSOIL (TY 26)","2024/2014","CY",4.37,4.11,4.11,2.14,12.36,18150,79315.5,"100 Earthwork"
"0160-6027","FURNISHING AND PLACING TOPSOIL (TY 27)","2024/2014","SY",4.54,4.4,4.27,2.18,12.72,19720,89528.8,"100 Earthwork"
"0160-6028","FURNISHING AND PLACING TOPSOIL (TY 28)","2024/2014","CY",4.7,4.7,4.42,2.23,13.08,10490,49303,"100 Earthwork"
"0160-6029","FURNISHING AND PLACING TOPSOIL (TY 29)","2024/2014","SY",3.7,3.81,3.48,2.1,13.44,12060,44622,"100 Earthwork"
"0160-6030","FURNISHING AND PLACING TOPSOIL (TY 30)","2024/2014","CY",3.86,4.09,3.63,2.14,13.8,13630,52611.8,"100 Earthwork"
"0161-6001","COMPOST MANUF TOPSOIL (TY 1)","2024/2014","SY",4.22,3.97,3.97,2.8,10.5,500,2110,"100 Earthwork"
"0161-6002","COMPOST MANUF TOPSOIL (TY 2)","2024/2014","SY",4.42,4.29,4.15,2.86,10.82,2070,9149.4,"100 Earthwork"
"0161-6003","COMPOST MANUF TOPSOIL (TY 3)","2024/2014","SY",4.61,4.61,4.33,2.91,11.13,3640,16780.4,"100 Earthwork"
"0161-6004","COMPOST MANUF TOPSOIL (TY 4)","2024/2014","SY",4.8,4.94,4.51,2.97,11.44,5210,25008,"100 Earthwork"
"0161-6005","COMPOST MANUF TOPSOIL (TY 5)","2024/2014","SY",4.99,5.29,4.69,2.8,11.76,6780,33832.2,"100 Earthwork"
"0161-6006","COMPOST MANUF TOPSOIL (TY 6)","2024/2014","SY",5.18,4.87,4.87,2.86,12.08,8350,43253,"100 Earthwork"
"0161-6007","COMPOST MANUF TOPSOIL (TY 7)","2024/2014","SY",5.38,5.22,5.06,2.91,10.5,9920,53369.6,"100 Earthwork"
"0161-6008","COMPOST MANUF TOPSOIL (TY 8)","2024/2014","SY",4.22,4.22,3.97,2.97,10.82,11490,48487.8,"100 Earthwork"
"0161-6009","COMPOST MANUF TOPSOIL (TY 9)","2024/2014","SY",4.42,4.55,4.15,2.8,11.13,13060,57725.2,"100 Earthwork"
"0161-6010","COMPOST MANUF TOPSOIL (TY 10)","2024/2014","SY",4.61,4.89,4.33,2.86,11.44,3830,17656.3,"100 Earthwork"
"0161-6011","COMPOST MANUF TOPSOIL (TY 11)","2024/2014","SY",4.8,4.51,4.51,2.91,11.76,5400,25920,"100 Earthwork"
"0161-6012","COMPOST MANUF TOPSOIL (TY 12)","2024/2014","SY",4.99,4.84,4.69,2.97,12.08,6970,34780.3,"100 Earthwork"
"0161-6013","COMPOST MANUF TOPSOIL (TY 13)","2024/2014","SY",5.18,5.18,4.87,2.8,10.5,8540,44237.2,"100 Earthwork"
"0161-6014","COMPOST MANUF TOPSOIL (TY 14)","2024/2014","SY",5.38,5.54,5.06,2.86,10.82,10110,54391.8,"100 Earthwork"
"0161-6015","COMPOST MANUF TOPSOIL (TY 15)","2024/2014","SY",4.22,4.47,3.97,2.91,11.13,11680,49289.6,"100 Earthwork"
"0161-6016","COMPOST MANUF TOPSOIL (TY 16)","2024/2014","SY",4.42,4.15,4.15,2.97,11.44,13250,58565,"100 Earthwork"
"0161-6017","COMPOST MANUF TOPSOIL (TY 17)","2024/2014","SY",4.61,4.47,4.33,2.8,11.76,14820,68320.2,"100 Earthwork"
"0161-6018","COMPOST MANUF TOPSOIL (TY 18)","2024/2014","SY",4.8,4.8,4.51,2.86,12.08,16390,78672,"100 Earthwork"
"0161-6019","COMPOST MANUF TOPSOIL (TY 19)","2024/2014","SY",4.99,5.14,4.69,2.91,10.5,7160,35728.4,"100 Earthwork"
"0161-6020","COMPOST MANUF TOPSOIL (TY 20)","2024/2014","SY",5.18,5.49,4.87,2.97,10.82,8730,45221.4,"100 Earthwork"
"0162-6001","SODDING FOR EROSION CONTROL (TY 1)","2024/2014","SY",4.84,4.55,4.55,3.2,11,500,2420,"100 Earthwork"
"0162-6002","SODDING FOR EROSION CONTROL (TY 2)","2024/2014","SY",5.06,4.91,4.76,3.26,11.33,2070,10474.2,"100 Earthwork"
"0162-6003","SODDING FOR EROSION CONTROL (TY 3)","2024/2014","SY",5.28,5.28,4.96,3.33,11.66,3640,19219.2,"100 Earthwork"
"0162-6004","SODDING FOR EROSION CONTROL (TY 4)","2024/2014","SY",5.5,5.66,5.17,3.39,11.99,5210,28655,"100 Earthwork"
"0162-6005","SODDING FOR EROSION CONTROL (TY 5)","2024/2014","SY",5.72,6.06,5.38,3.2,12.32,6780,38781.6,"100 Earthwork"
"0162-6006","SODDING FOR EROSION CONTROL (TY 6)","2024/2014","SY",5.94,5.58,5.58,3.26,12.65,8350,49599,"100 Earthwork"
"0162-6007","SODDING FOR EROSION CONTROL (TY 7)","2024/2014","SY",6.16,5.98,5.79,3.33,11,9920,61107.2,"100 Earthwork"
"0162-6008","SODDING FOR EROSION CONTROL (TY 8)","2024/2014","SY",4.84,4.84,4.55,3.39,11.33,11490,55611.6,"100 Earthwork"
"0162-6009","SODDING FOR EROSION CONTROL (TY 9)","2024/2014","SY",5.06,5.21,4.76,3.2,11.66,13060,66083.6,"100 Earthwork"
"0162-6010","SODDING FOR EROSION CONTROL (TY 10)","2024/2014","SY",5.28,5.6,4.96,3.26,11.99,3830,20222.4,"100 Earthwork"
"0162-6011","SODDING FOR EROSION CONTROL (TY 11)","2024/2014","SY",5.5,5.17,5.17,3.33,12.32,5400,29700,"100 Earthwork"
"0162-6012","SODDING FOR EROSION CONTROL (TY 12)","2024/2014","SY",5.72,5.55,5.38,3.39,12.65,6970,39868.4,"100 Earthwork"
"0162-6013","SODDING FOR EROSION CONTROL (TY 13)","2024/2014","SY",5.94,5.94,5.58,3.2,11,8540,50727.6,"100 Earthwork"
"0162-6014","SODDING FOR EROSION CONTROL (TY 14)","2024/2014","SY",6.16,6.34,5.79,3.26,11.33,10110,62277.6,"100 Earthwork"
"0162-6015","SODDING FOR EROSION CONTROL (TY 15)","2024/2014","SY",4.84,5.13,4.55,3.33,11.66,11680,56531.2,"100 Earthwork"
"0162-6016","SODDING FOR EROSION CONTROL (TY 16)","2024/2014","SY",5.06,4.76,4.76,3.39,11.99,13250,67045,"100 Earthwork"
"0162-6017","SODDING FOR EROSION CONTROL (TY 17)","2024/2014","SY",5.28,5.12,4.96,3.2,12.32,14820,78249.6,"100 Earthwork"
"0162-6018","SODDING FOR EROSION CONTROL (TY 18)","2024/2014","SY",5.5,5.5,5.17,3.26,12.65,16390,90145,"100 Earthwork"
"0162-6019","SODDING FOR EROSION CONTROL (TY 19)","2024/2014","SY",5.72,5.89,5.38,3.33,11,7160,40955.2,"100 Earthwork"
"0162-6020","SODDING FOR EROSION CONTROL (TY 20)","2024/2014","SY",5.94,6.3,5.58,3.39,11.33,8730,51856.2,"100 Earthwork"
"0162-6021","SODDING FOR EROSION CONTROL (TY 21)","2024/2014","SY",6.16,5.79,5.79,3.2,11.66,10300,63448,"100 Earthwork"
"0162-6022","SODDING FOR EROSION CONTROL (TY 22)","2024/2014","SY",4.84,4.69,4.55,3.26,11.99,11870,57450.8,"100 Earthwork"
"0162-6023","SODDING FOR EROSION CONTROL (TY 23)","2024/2014","SY",5.06,5.06,4.76,3.33,12.32,13440,68006.4,"100 Earthwork"
"0162-6024","SODDING FOR EROSION CONTROL (TY 24)","2024/2014","SY",5.28,5.44,4.96,3.39,12.65,15010,79252.8,"100 Earthwork"
"0162-6025","SODDING FOR EROSION CONTROL (TY 25)","2024/2014","SY",5.5,5.83,5.17,3.2,11,16580,91190,"100 Earthwork"
"0164-6001","SEEDING FOR EROSION CONTROL (TY 1)","2024/2014","SY",0.48,0.45,0.45,0.2,1.8,500,240,"100 Earthwork"
"0164-6002","SEEDING FOR EROSION CONTROL (TY 2)","2024/2014","AC",0.51,0.49,0.48,0.2,1.85,2070,1055.7,"100 Earthwork"
"0164-6003","SEEDING FOR EROSION CONTROL (TY 3)","2024/2014","SY",0.53,0.53,0.5,0.21,1.91,3640,1929.2,"100 Earthwork"
"0164-6004","SEEDING FOR EROSION CONTROL (TY 4)","2024/2014","AC",0.55,0.57,0.52,0.21,1.96,5210,2865.5,"100 Earthwork"
"0164-6005","SEEDING FOR EROSION CONTROL (TY 5)","2024/2014","SY",0.57,0.6,0.54,0.2,2.02,6780,3864.6,"100 Earthwork"
"0164-6006","SEEDING FOR EROSION CONTROL (TY 6)","2024/2014","AC",0.59,0.55,0.55,0.2,2.07,8350,4926.5,"100 Earthwork"
"0164-6007","SEEDING FOR EROSION CONTROL (TY 7)","2024/2014","SY",0.62,0.6,0.58,0.21,1.8,9920,6150.4,"100 Earthwork"
"0164-6008","SEEDING FOR EROSION CONTROL (TY 8)","2024/2014","AC",0.48,0.48,0.45,0.21,1.85,11490,5515.2,"100 Earthwork"
"0164-6009","SEEDING FOR EROSION CONTROL (TY 9)","2024/2014","SY",0.51,0.53,0.48,0.2,1.91,13060,6660.6,"100 Earthwork"
"0164-6010","SEEDING FOR EROSION CONTROL (TY 10)","2024/2014","AC",0.53,0.56,0.5,0.2,1.96,3830,2029.9,"100 Earthwork"
"0164-6011","SEEDING FOR EROSION CONTROL (TY 11)","2024/2014","SY",0.55,0.52,0.52,0.21,2.02,5400,2970,"100 Earthwork"
"0164-6012","SEEDING FOR EROSION CONTROL (TY 12)","2024/2014","AC",0.57,0.55,0.54,0.21,2.07,6970,3972.9,"100 Earthwork"
"0164-6013","SEEDING FOR EROSION CONTROL (TY 13)","2024/2014","SY",0.59,0.59,0.55,0.2,1.8,8540,5038.6,"100 Earthwork"
"0164-6014","SEEDING FOR EROSION CONTROL (TY 14)","2024/2014","AC",0.62,0.64,0.58,0.2,1.85,10110,6268.2,"100 Earthwork"
"0164-6015","SEEDING FOR EROSION CONTROL (TY 15)","2024/2014","SY",0.48,0.51,0.45,0.21,1.91,11680,5606.4,"100 Earthwork"
"0164-6016","SEEDING FOR EROSION CONTROL (TY 16)","2024/2014","AC",0.51,0.48,0.48,0.21,1.96,13250,6757.5,"100 Earthwork"
"0164-6017","SEEDING FOR EROSION CONTROL (TY 17)","2024/2014","SY",0.53,0.51,0.5,0.2,2.02,14820,7854.6,"100 Earthwork"
